Hospital,region,source,date,year,month,day_of_week,season,is_bank_holiday,bank_holiday_name,is_weekend,is_flu_season,is_flu_peak,hospital_beds,ed_trolleys,ward_trolleys,total_trolleys,trolley_load,daily_ed_trolleys,daily_ward_trolleys,daily_total,weekly_ed_trolleys,weekly_ward_trolleys,weekly_total,yearly_ed_trolleys,yearly_ward_trolleys,yearly_total,surge_capacity,delayed_transfers,waiting_over_24hrs,over75_waiting_24hrs,occupancy_rate_pct,traffic_light_status,wait_tier,is_synthetic
Our Lady's Children's Hospital Crumlin,Dublin,synthetic,01/04/2022,2022,1,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,184,1.9,0.6,2.5,2.5,1.9,0.6,2.5,13,4,17,645,204,556,0,0,0,0,1.4,Green,No breach,TRUE
Portiuncula University Hospital,Galway,synthetic,01/04/2022,2022,1,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,163,6.8,2.5,9.3,9.3,6.8,2.5,9.3,48,18,67,2308,849,2179,3,12,1,0,5.7,Amber,Low breach,TRUE
Sligo University Hospital,Sligo,synthetic,01/04/2022,2022,1,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,281,14.1,5.8,19.9,19.9,14.1,5.8,19.9,99,41,140,4786,1969,4063,8,39,1,0,7.1,Amber,Low breach,TRUE
St Jamess Hospital,Dublin,synthetic,01/04/2022,2022,1,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,680,17.5,6,23.5,23.5,17.5,6,23.5,122,42,160,5940,2037,6285,0,3,0,0,3.5,Green,No breach,TRUE
St Lukes General Hospital,Kilkenny,synthetic,01/04/2022,2022,1,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,188,14.4,5,19.4,19.4,14.4,5,19.4,101,35,135,4888,1697,5591,14,9,5,1,10.3,Red,Low breach,TRUE
St. Vincent's University Hospital,Dublin,synthetic,01/04/2022,2022,1,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,523,50.9,17.2,68.1,68.1,50.9,17.2,68.1,356,120,490,17278,5839,4625,30,34,18,5,13,Red,High breach,TRUE
Tallaght University Hospital,Dublin,synthetic,01/04/2022,2022,1,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,397,4,1.5,5.5,5.5,4,1.5,5.5,28,10,37,1358,509,97,1,10,1,0,1.4,Green,Low breach,TRUE
Temple Street Childrens University Hospital,Dublin,synthetic,01/04/2022,2022,1,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,100,1.1,0.4,1.5,1.5,1.1,0.4,1.5,8,3,10,373,136,450,2,1,0,0,1.5,Green,No breach,TRUE
Tipperary University Hospital,Tipperary,synthetic,01/04/2022,2022,1,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,205,8.1,4.1,12.2,12.2,8.1,4.1,12.2,57,29,88,2750,1392,10871,6,12,1,0,6,Amber,Low breach,TRUE
University Hospital Kerry,Kerry,synthetic,01/04/2022,2022,1,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,272,9.6,5,14.6,14.6,9.6,5,14.6,67,35,100,3259,1697,582,4,20,2,1,5.4,Amber,Low breach,TRUE
University Hospital Limerick,Limerick,synthetic,01/04/2022,2022,1,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,519,59.6,30.8,90.4,90.4,59.6,30.8,90.4,417,216,623,20231,10455,719,53,28,30,6,17.4,Red,High breach,TRUE
Wexford General Hospital,Wexford,synthetic,01/04/2022,2022,1,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,227,2.7,1.2,3.9,3.9,2.7,1.2,3.9,19,8,29,917,407,2321,1,8,0,0,1.7,Green,No breach,TRUE
Bantry General Hospital,Cork,synthetic,01/05/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,46,4.9,2,6.9,6.9,4.9,2,6.9,34,14,50,1663,679,565,5,11,1,0,15,Red,Low breach,TRUE
Beaumont Hospital,Dublin,synthetic,01/05/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,718,11.7,4.9,16.6,16.6,11.7,4.9,16.6,82,34,116,3972,1663,1779,1,29,2,0,2.3,Green,Low breach,TRUE
Cavan General Hospital,Cavan,synthetic,01/05/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,231,8.6,3.1,11.7,11.7,8.6,3.1,11.7,60,22,86,2919,1052,5352,4,4,1,0,5.1,Amber,Low breach,TRUE
Connolly Hospital Blanchardstown,Dublin,synthetic,01/05/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,303,5.9,2.2,8.1,8.1,5.9,2.2,8.1,41,15,59,2003,747,1822,0,6,1,0,2.7,Green,Low breach,TRUE
Cork University Hospital,Cork,synthetic,01/05/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,664,40.5,13.6,54.1,54.1,40.5,13.6,54.1,284,95,397,13748,4617,707,60,45,12,3,8.1,Red,Moderate breach,TRUE
Ennis Hospital,Clare,synthetic,01/05/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,50,4.2,1.7,5.9,5.9,4.2,1.7,5.9,29,12,41,1426,577,6107,4,5,1,0,11.8,Red,Low breach,TRUE
Galway University Hospitals,Galway,synthetic,01/05/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,663,31.7,15.5,47.2,47.2,31.7,15.5,47.2,222,108,314,10761,5261,2698,10,45,6,1,7.1,Amber,Moderate breach,TRUE
Letterkenny University Hospital,Donegal,synthetic,01/05/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,350,5.9,2.1,8,8,5.9,2.1,8,41,15,58,2003,713,756,0,44,0,0,2.3,Green,No breach,TRUE
Mater Misericordiae University Hospital,Dublin,synthetic,01/05/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,678,20.2,8.4,28.6,28.6,20.2,8.4,28.6,141,59,195,6857,2851,2646,14,19,3,1,4.2,Amber,Low breach,TRUE
Mayo University Hospital,Mayo,synthetic,01/05/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,255,21.5,9,30.5,30.5,21.5,9,30.5,150,63,219,7298,3055,5330,21,10,6,1,12,Red,Moderate breach,TRUE
Mercy University Hospital,Cork,synthetic,01/05/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,198,3.3,1.3,4.6,4.6,3.3,1.3,4.6,23,9,33,1120,441,2098,2,23,0,0,2.3,Green,No breach,TRUE
Midland Regional Hospital Mullingar,Westmeath,synthetic,01/05/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,184,9.7,4.1,13.8,13.8,9.7,4.1,13.8,68,29,99,3293,1392,1642,4,2,2,0,7.5,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,Portlaoise,synthetic,01/05/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,133,7.9,3.5,11.4,11.4,7.9,3.5,11.4,55,24,77,2682,1188,2301,7,4,3,1,8.6,Red,Low breach,TRUE
Naas General Hospital,Kildare,synthetic,01/05/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,178,16.3,7.1,23.4,23.4,16.3,7.1,23.4,114,50,160,5533,2410,1663,18,13,8,2,13.1,Red,Moderate breach,TRUE
Our Lady of Lourdes Hospital,Louth,synthetic,01/05/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,426,4.2,1.6,5.8,5.8,4.2,1.6,5.8,29,11,42,1426,543,1088,0,14,0,0,1.4,Green,No breach,TRUE
Our Lady's Children's Hospital Crumlin,Dublin,synthetic,01/05/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,184,2.2,1.2,3.4,3.4,2.2,1.2,3.4,15,8,24,747,407,539,1,1,0,0,1.8,Green,No breach,TRUE
Portiuncula University Hospital,Galway,synthetic,01/05/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,163,7.6,3,10.6,10.6,7.6,3,10.6,53,21,74,2580,1018,2172,5,13,1,0,6.5,Amber,Low breach,TRUE
Sligo University Hospital,Sligo,synthetic,01/05/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,281,13.2,6.1,19.3,19.3,13.2,6.1,19.3,92,43,138,4481,2071,4211,9,38,2,0,6.9,Amber,Low breach,TRUE
St Jamess Hospital,Dublin,synthetic,01/05/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,680,14.8,6.7,21.5,21.5,14.8,6.7,21.5,104,47,152,5024,2274,6494,0,1,0,0,3.2,Green,No breach,TRUE
St Lukes General Hospital,Kilkenny,synthetic,01/05/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,188,11,4.9,15.9,15.9,11,4.9,15.9,77,34,106,3734,1663,5564,18,11,4,1,8.5,Red,Low breach,TRUE
St. Vincent's University Hospital,Dublin,synthetic,01/05/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,523,53.7,19.7,73.4,73.4,53.7,19.7,73.4,376,138,532,18228,6687,4519,57,36,15,4,14,Red,Moderate breach,TRUE
Tallaght University Hospital,Dublin,synthetic,01/05/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,397,5.4,2.4,7.8,7.8,5.4,2.4,7.8,38,17,57,1833,815,98,0,14,0,0,2,Green,No breach,TRUE
Temple Street Childrens University Hospital,Dublin,synthetic,01/05/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,100,0.9,0.4,1.3,1.3,0.9,0.4,1.3,6,3,9,306,136,463,0,3,0,0,1.3,Green,No breach,TRUE
Tipperary University Hospital,Tipperary,synthetic,01/05/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,205,9,4.5,13.5,13.5,9,4.5,13.5,63,32,91,3055,1528,11008,4,13,1,0,6.6,Amber,Low breach,TRUE
University Hospital Kerry,Kerry,synthetic,01/05/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,272,10.3,4.8,15.1,15.1,10.3,4.8,15.1,72,34,102,3496,1629,584,11,21,2,0,5.6,Amber,Low breach,TRUE
University Hospital Limerick,Limerick,synthetic,01/05/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,519,63.3,29,92.3,92.3,63.3,29,92.3,443,203,669,21487,9844,703,52,28,17,4,17.8,Red,High breach,TRUE
Wexford General Hospital,Wexford,synthetic,01/05/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,227,2.9,1.4,4.3,4.3,2.9,1.4,4.3,20,10,31,984,475,2384,0,9,0,0,1.9,Green,No breach,TRUE
Bantry General Hospital,Cork,synthetic,01/06/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,46,5,2.3,7.3,7.3,5,2.3,7.3,35,16,51,1697,781,537,4,11,1,0,15.9,Red,Low breach,TRUE
Beaumont Hospital,Dublin,synthetic,01/06/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,718,11.7,5.7,17.4,17.4,11.7,5.7,17.4,82,40,120,3972,1935,1836,0,30,0,0,2.4,Green,No breach,TRUE
Cavan General Hospital,Cavan,synthetic,01/06/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,231,8.5,3.3,11.8,11.8,8.5,3.3,11.8,60,23,79,2885,1120,5245,5,4,2,1,5.1,Amber,Low breach,TRUE
Connolly Hospital Blanchardstown,Dublin,synthetic,01/06/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,303,5.4,2.3,7.7,7.7,5.4,2.3,7.7,38,16,56,1833,781,1896,1,5,1,0,2.5,Green,Low breach,TRUE
Cork University Hospital,Cork,synthetic,01/06/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,664,44.4,17.2,61.6,61.6,44.4,17.2,61.6,311,120,431,15072,5839,703,74,51,20,5,9.3,Red,High breach,TRUE
Ennis Hospital,Clare,synthetic,01/06/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,50,5.5,2.2,7.7,7.7,5.5,2.2,7.7,38,15,55,1867,747,6114,5,7,2,0,15.4,Red,Low breach,TRUE
Galway University Hospitals,Galway,synthetic,01/06/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,663,27.6,12,39.6,39.6,27.6,12,39.6,193,84,280,9369,4073,2659,8,38,4,1,6,Amber,Low breach,TRUE
Letterkenny University Hospital,Donegal,synthetic,01/06/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,350,6.2,2.4,8.6,8.6,6.2,2.4,8.6,43,17,61,2105,815,772,0,47,0,0,2.5,Green,No breach,TRUE
Mater Misericordiae University Hospital,Dublin,synthetic,01/06/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,678,21.5,11.1,32.6,32.6,21.5,11.1,32.6,150,78,229,7298,3768,2798,10,22,5,1,4.8,Amber,Low breach,TRUE
Mayo University Hospital,Mayo,synthetic,01/06/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,255,22.5,8.2,30.7,30.7,22.5,8.2,30.7,158,57,218,7638,2783,5123,24,10,7,2,12,Red,Moderate breach,TRUE
Mercy University Hospital,Cork,synthetic,01/06/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,198,3.4,1.2,4.6,4.6,3.4,1.2,4.6,24,8,33,1154,407,2108,0,23,0,0,2.3,Green,No breach,TRUE
Midland Regional Hospital Mullingar,Westmeath,synthetic,01/06/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,184,8.8,4.8,13.6,13.6,8.8,4.8,13.6,62,34,99,2987,1629,1619,5,2,1,0,7.4,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,Portlaoise,synthetic,01/06/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,133,9.1,3.2,12.3,12.3,9.1,3.2,12.3,64,22,89,3089,1086,2355,11,4,2,1,9.2,Red,Low breach,TRUE
Naas General Hospital,Kildare,synthetic,01/06/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,178,16.8,6.6,23.4,23.4,16.8,6.6,23.4,118,46,165,5703,2240,1669,15,13,5,1,13.1,Red,Low breach,TRUE
Our Lady of Lourdes Hospital,Louth,synthetic,01/06/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,426,3.6,1.5,5.1,5.1,3.6,1.5,5.1,25,10,35,1222,509,1124,0,12,0,0,1.2,Green,No breach,TRUE
Our Lady's Children's Hospital Crumlin,Dublin,synthetic,01/06/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,184,2.3,0.8,3.1,3.1,2.3,0.8,3.1,16,6,23,781,272,535,1,1,0,0,1.7,Green,No breach,TRUE
Portiuncula University Hospital,Galway,synthetic,01/06/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,163,6.9,3.6,10.5,10.5,6.9,3.6,10.5,48,25,75,2342,1222,2270,2,13,1,0,6.4,Amber,Low breach,TRUE
Sligo University Hospital,Sligo,synthetic,01/06/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,281,13.3,5.8,19.1,19.1,13.3,5.8,19.1,93,41,139,4515,1969,4171,9,37,2,0,6.8,Amber,Low breach,TRUE
St Jamess Hospital,Dublin,synthetic,01/06/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,680,15.4,5.7,21.1,21.1,15.4,5.7,21.1,108,40,154,5228,1935,6259,0,3,0,0,3.1,Green,No breach,TRUE
St Lukes General Hospital,Kilkenny,synthetic,01/06/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,188,12.7,5.8,18.5,18.5,12.7,5.8,18.5,89,41,130,4311,1969,5551,17,12,6,2,9.8,Red,Moderate breach,TRUE
St. Vincent's University Hospital,Dublin,synthetic,01/06/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,523,58.4,21.2,79.6,79.6,58.4,21.2,79.6,409,148,574,19824,7196,4615,42,40,30,9,15.2,Red,High breach,TRUE
Tallaght University Hospital,Dublin,synthetic,01/06/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,397,4.8,2.3,7.1,7.1,4.8,2.3,7.1,34,16,50,1629,781,100,1,12,0,0,1.8,Green,No breach,TRUE
Temple Street Childrens University Hospital,Dublin,synthetic,01/06/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,100,1,0.4,1.4,1.4,1,0.4,1.4,7,3,9,339,136,449,1,1,0,0,1.4,Green,No breach,TRUE
Tipperary University Hospital,Tipperary,synthetic,01/06/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,205,8.6,4.1,12.7,12.7,8.6,4.1,12.7,60,29,85,2919,1392,10664,4,12,1,0,6.2,Amber,Low breach,TRUE
University Hospital Kerry,Kerry,synthetic,01/06/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,272,10.4,4.6,15,15,10.4,4.6,15,73,32,101,3530,1561,593,10,21,1,0,5.5,Amber,Low breach,TRUE
University Hospital Limerick,Limerick,synthetic,01/06/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,519,69.6,23.8,93.4,93.4,69.6,23.8,93.4,487,167,668,23626,8079,706,45,28,33,9,18,Red,High breach,TRUE
Wexford General Hospital,Wexford,synthetic,01/06/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,227,3.4,1.7,5.1,5.1,3.4,1.7,5.1,24,12,34,1154,577,2359,0,10,2,1,2.2,Green,Low breach,TRUE
Bantry General Hospital,Cork,synthetic,01/07/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,46,5.2,2.5,7.7,7.7,5.2,2.5,7.7,36,18,55,1765,849,565,3,12,2,1,16.7,Red,Low breach,TRUE
Beaumont Hospital,Dublin,synthetic,01/07/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,718,12.7,4.6,17.3,17.3,12.7,4.6,17.3,89,32,126,4311,1561,1874,0,30,0,0,2.4,Green,No breach,TRUE
Cavan General Hospital,Cavan,synthetic,01/07/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,231,9.3,3.9,13.2,13.2,9.3,3.9,13.2,65,27,95,3157,1324,5233,6,4,1,0,5.7,Amber,Low breach,TRUE
Connolly Hospital Blanchardstown,Dublin,synthetic,01/07/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,303,5.2,2.1,7.3,7.3,5.2,2.1,7.3,36,15,49,1765,713,1900,1,5,1,0,2.4,Green,Low breach,TRUE
Cork University Hospital,Cork,synthetic,01/07/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,664,42,17.5,59.5,59.5,42,17.5,59.5,294,122,404,14257,5940,686,44,49,21,5,9,Red,High breach,TRUE
Ennis Hospital,Clare,synthetic,01/07/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,50,4.1,2.1,6.2,6.2,4.1,2.1,6.2,29,15,45,1392,713,6422,3,5,1,0,12.4,Red,Low breach,TRUE
Galway University Hospitals,Galway,synthetic,01/07/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,663,29.4,12.3,41.7,41.7,29.4,12.3,41.7,206,86,304,9980,4175,2682,15,40,5,1,6.3,Amber,Low breach,TRUE
Letterkenny University Hospital,Donegal,synthetic,01/07/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,350,5.6,2,7.6,7.6,5.6,2,7.6,39,14,54,1901,679,766,0,42,0,0,2.2,Green,No breach,TRUE
Mater Misericordiae University Hospital,Dublin,synthetic,01/07/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,678,21,8.8,29.8,29.8,21,8.8,29.8,147,62,207,7128,2987,2723,17,20,1,0,4.4,Amber,Low breach,TRUE
Mayo University Hospital,Mayo,synthetic,01/07/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,255,19.6,9.3,28.9,28.9,19.6,9.3,28.9,137,65,211,6653,3157,5423,16,9,5,1,11.3,Red,Low breach,TRUE
Mercy University Hospital,Cork,synthetic,01/07/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,198,2.6,0.9,3.5,3.5,2.6,0.9,3.5,18,6,24,883,306,2059,0,17,0,0,1.8,Green,No breach,TRUE
Midland Regional Hospital Mullingar,Westmeath,synthetic,01/07/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,184,12.3,4.4,16.7,16.7,12.3,4.4,16.7,86,31,116,4175,1494,1670,23,3,4,1,9.1,Red,Low breach,TRUE
Midland Regional Hospital Portlaoise,Portlaoise,synthetic,01/07/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,133,7.5,3,10.5,10.5,7.5,3,10.5,52,21,73,2546,1018,2343,4,3,1,0,7.9,Amber,Low breach,TRUE
Naas General Hospital,Kildare,synthetic,01/07/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,178,14.6,6.6,21.2,21.2,14.6,6.6,21.2,102,46,143,4956,2240,1647,17,12,4,1,11.9,Red,Low breach,TRUE
Our Lady of Lourdes Hospital,Louth,synthetic,01/07/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,426,4.2,1.7,5.9,5.9,4.2,1.7,5.9,29,12,42,1426,577,1125,0,14,0,0,1.4,Green,No breach,TRUE
Our Lady's Children's Hospital Crumlin,Dublin,synthetic,01/07/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,184,2.2,0.9,3.1,3.1,2.2,0.9,3.1,15,6,22,747,306,536,0,2,2,0,1.7,Green,Low breach,TRUE
Portiuncula University Hospital,Galway,synthetic,01/07/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,163,7.2,2.4,9.6,9.6,7.2,2.4,9.6,50,17,67,2444,815,2189,3,12,1,0,5.9,Amber,Low breach,TRUE
Sligo University Hospital,Sligo,synthetic,01/07/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,281,14.8,6.3,21.1,21.1,14.8,6.3,21.1,104,44,152,5024,2139,4043,8,41,3,1,7.5,Amber,Low breach,TRUE
St Jamess Hospital,Dublin,synthetic,01/07/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,680,15.8,5.6,21.4,21.4,15.8,5.6,21.4,111,39,145,5363,1901,6237,1,1,0,0,3.1,Green,No breach,TRUE
St Lukes General Hospital,Kilkenny,synthetic,01/07/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,188,11.5,4.7,16.2,16.2,11.5,4.7,16.2,80,33,117,3904,1595,5485,17,7,5,1,8.6,Red,Low breach,TRUE
St. Vincent's University Hospital,Dublin,synthetic,01/07/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,523,50.2,24.4,74.6,74.6,50.2,24.4,74.6,351,171,520,17040,8283,4489,46,37,24,5,14.3,Red,High breach,TRUE
Tallaght University Hospital,Dublin,synthetic,01/07/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,397,5.4,1.9,7.3,7.3,5.4,1.9,7.3,38,13,51,1833,645,97,0,13,1,0,1.8,Green,Low breach,TRUE
Temple Street Childrens University Hospital,Dublin,synthetic,01/07/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,100,1,0.4,1.4,1.4,1,0.4,1.4,7,3,10,339,136,463,0,2,2,0,1.4,Green,Low breach,TRUE
Tipperary University Hospital,Tipperary,synthetic,01/07/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,205,9.6,3.2,12.8,12.8,9.6,3.2,12.8,67,22,93,3259,1086,10722,5,12,2,1,6.2,Amber,Low breach,TRUE
University Hospital Kerry,Kerry,synthetic,01/07/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,272,9.7,4.1,13.8,13.8,9.7,4.1,13.8,68,29,101,3293,1392,586,5,19,2,1,5.1,Amber,Low breach,TRUE
University Hospital Limerick,Limerick,synthetic,01/07/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,519,51.8,24,75.8,75.8,51.8,24,75.8,363,168,548,17584,8147,738,47,23,10,3,14.6,Red,Moderate breach,TRUE
Wexford General Hospital,Wexford,synthetic,01/07/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,227,3.2,1.6,4.8,4.8,3.2,1.6,4.8,22,11,35,1086,543,2267,0,10,0,0,2.1,Green,No breach,TRUE
Bantry General Hospital,Cork,synthetic,01/08/2022,2022,1,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,TRUE,46,3.9,1.4,5.3,5.3,3.9,1.4,5.3,27,10,36,1324,475,536,5,10,2,1,11.5,Red,Low breach,TRUE
Beaumont Hospital,Dublin,synthetic,01/08/2022,2022,1,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,TRUE,718,8.6,4.2,12.8,12.8,8.6,4.2,12.8,60,29,94,2919,1426,1863,0,27,0,0,1.8,Green,No breach,TRUE
Cavan General Hospital,Cavan,synthetic,01/08/2022,2022,1,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,TRUE,231,5.5,2.4,7.9,7.9,5.5,2.4,7.9,38,17,54,1867,815,5391,1,3,0,0,3.4,Green,No breach,TRUE
