Hospital,source,date,year,month,day_of_week,season,is_bank_holiday,bank_holiday_name,is_weekend,is_flu_season,is_flu_peak,hospital_beds,ed_trolleys,ward_trolleys,total_trolleys,trolley_load,daily_ed_trolleys,daily_ward_trolleys,daily_total,weekly_ed_trolleys,weekly_ward_trolleys,weekly_total,yearly_ed_trolleys,yearly_ward_trolleys,yearly_total,surge_capacity,delayed_transfers,waiting_over_24hrs,over75_waiting_24hrs,occupancy_rate_pct,traffic_light_status,wait_tier,is_synthetic
St Jamess Hospital,synthetic,1/4/2022,2022,1,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,680,16.5,6.4,22.9,22.9,16.5,6.4,22.9,116,45,158,5601,2172,6423,0,2,1,0,3.4,Green,Low breach,TRUE
St Lukes General Hospital,synthetic,1/4/2022,2022,1,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,188,12.4,6.4,18.8,18.8,12.4,6.4,18.8,87,45,138,4209,2172,5505,15,11,6,2,10,Red,Moderate breach,TRUE
St. Vincent's University Hospital,synthetic,1/4/2022,2022,1,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,523,55.7,21.1,76.8,76.8,55.7,21.1,76.8,390,148,535,18907,7162,4480,28,38,15,4,14.7,Red,Moderate breach,TRUE
Tallaght University Hospital,synthetic,1/4/2022,2022,1,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,397,5.1,1.9,7,7,5.1,1.9,7,36,13,50,1731,645,100,1,12,0,0,1.8,Green,No breach,TRUE
Temple Street Childrens University Hospital,synthetic,1/4/2022,2022,1,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,100,1.1,0.4,1.5,1.5,1.1,0.4,1.5,8,3,10,373,136,463,0,0,0,0,1.5,Green,No breach,TRUE
Tipperary University Hospital,synthetic,1/4/2022,2022,1,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,205,9.1,3.4,12.5,12.5,9.1,3.4,12.5,64,24,83,3089,1154,10785,5,12,1,0,6.1,Amber,Low breach,TRUE
University Hospital Kerry,synthetic,1/4/2022,2022,1,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,272,10.9,5.6,16.5,16.5,10.9,5.6,16.5,76,39,118,3700,1901,594,5,23,2,0,6.1,Amber,Low breach,TRUE
University Hospital Limerick,synthetic,1/4/2022,2022,1,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,519,59.6,25.5,85.1,85.1,59.6,25.5,85.1,417,178,570,20231,8656,719,47,26,25,6,16.4,Red,High breach,TRUE
Wexford General Hospital,synthetic,1/4/2022,2022,1,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,227,2.9,1.5,4.4,4.4,2.9,1.5,4.4,20,10,32,984,509,2312,0,9,0,0,1.9,Green,No breach,TRUE
Bantry General Hospital,synthetic,1/5/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,46,4.9,2,6.9,6.9,4.9,2,6.9,34,14,50,1663,679,565,5,11,1,0,15,Red,Low breach,TRUE
Beaumont Hospital,synthetic,1/5/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,718,12.2,4.4,16.6,16.6,12.2,4.4,16.6,85,31,115,4141,1494,1832,0,29,0,0,2.3,Green,No breach,TRUE
Cavan General Hospital,synthetic,1/5/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,231,8,3,11,11,8,3,11,56,21,74,2716,1018,5265,5,4,1,0,4.8,Amber,Low breach,TRUE
Connolly Hospital Blanchardstown,synthetic,1/5/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,303,4.7,2.4,7.1,7.1,4.7,2.4,7.1,33,17,51,1595,815,1865,0,5,0,0,2.3,Green,No breach,TRUE
Cork University Hospital,synthetic,1/5/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,664,38.4,18.4,56.8,56.8,38.4,18.4,56.8,269,129,382,13035,6246,698,37,47,14,4,8.6,Red,Moderate breach,TRUE
Ennis Hospital,synthetic,1/5/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,50,5.2,1.9,7.1,7.1,5.2,1.9,7.1,36,13,50,1765,645,6151,5,6,1,0,14.2,Red,Low breach,TRUE
Galway University Hospitals,synthetic,1/5/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,663,26.5,10.4,36.9,36.9,26.5,10.4,36.9,186,73,254,8995,3530,2696,13,35,2,0,5.6,Amber,Low breach,TRUE
Letterkenny University Hospital,synthetic,1/5/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,350,5.7,2.9,8.6,8.6,5.7,2.9,8.6,40,20,60,1935,984,760,0,48,1,0,2.5,Green,Low breach,TRUE
Mater Misericordiae University Hospital,synthetic,1/5/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,678,25.4,8.9,34.3,34.3,25.4,8.9,34.3,178,62,247,8622,3021,2719,29,23,3,1,5.1,Amber,Low breach,TRUE
Mayo University Hospital,synthetic,1/5/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,255,23.1,8.6,31.7,31.7,23.1,8.6,31.7,162,60,231,7841,2919,5321,24,10,6,2,12.4,Red,Moderate breach,TRUE
Mercy University Hospital,synthetic,1/5/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,198,2.9,1.2,4.1,4.1,2.9,1.2,4.1,20,8,28,984,407,2116,0,20,0,0,2.1,Green,No breach,TRUE
Midland Regional Hospital Mullingar,synthetic,1/5/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,184,11.4,5.9,17.3,17.3,11.4,5.9,17.3,80,41,124,3870,2003,1709,21,3,7,2,9.4,Red,Moderate breach,TRUE
Midland Regional Hospital Portlaoise,synthetic,1/5/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,133,7.1,3.8,10.9,10.9,7.1,3.8,10.9,50,27,78,2410,1290,2263,14,4,3,1,8.2,Red,Low breach,TRUE
Naas General Hospital,synthetic,1/5/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,178,16.9,7.4,24.3,24.3,16.9,7.4,24.3,118,52,168,5737,2512,1733,11,13,7,2,13.7,Red,Moderate breach,TRUE
Our Lady of Lourdes Hospital,synthetic,1/5/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,426,4,1.5,5.5,5.5,4,1.5,5.5,28,10,40,1358,509,1114,1,13,0,0,1.3,Green,No breach,TRUE
Our Lady's Children's Hospital Crumlin,synthetic,1/5/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,184,1.9,0.7,2.6,2.6,1.9,0.7,2.6,13,5,18,645,238,535,0,2,1,0,1.4,Green,Low breach,TRUE
Portiuncula University Hospital,synthetic,1/5/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,163,7.7,3.2,10.9,10.9,7.7,3.2,10.9,54,22,80,2614,1086,2234,4,14,1,0,6.7,Amber,Low breach,TRUE
Sligo University Hospital,synthetic,1/5/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,281,12.1,5.4,17.5,17.5,12.1,5.4,17.5,85,38,126,4107,1833,4096,6,34,1,0,6.2,Amber,Low breach,TRUE
St Jamess Hospital,synthetic,1/5/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,680,13.3,6.1,19.4,19.4,13.3,6.1,19.4,93,43,142,4515,2071,6306,0,1,0,0,2.9,Green,No breach,TRUE
St Lukes General Hospital,synthetic,1/5/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,188,11.6,5.6,17.2,17.2,11.6,5.6,17.2,81,39,119,3938,1901,5501,20,14,4,1,9.1,Red,Low breach,TRUE
St. Vincent's University Hospital,synthetic,1/5/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,523,48.8,21,69.8,69.8,48.8,21,69.8,342,147,509,16565,7128,4637,33,35,16,4,13.3,Red,High breach,TRUE
Tallaght University Hospital,synthetic,1/5/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,397,5.2,2,7.2,7.2,5.2,2,7.2,36,14,49,1765,679,99,0,13,1,0,1.8,Green,Low breach,TRUE
Temple Street Childrens University Hospital,synthetic,1/5/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,100,1,0.5,1.5,1.5,1,0.5,1.5,7,4,10,339,170,449,0,1,0,0,1.5,Green,No breach,TRUE
Tipperary University Hospital,synthetic,1/5/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,205,9.2,4.7,13.9,13.9,9.2,4.7,13.9,64,33,102,3123,1595,11197,4,13,2,1,6.8,Amber,Low breach,TRUE
University Hospital Kerry,synthetic,1/5/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,272,11.2,4.3,15.5,15.5,11.2,4.3,15.5,78,30,112,3802,1460,571,6,22,2,0,5.7,Amber,Low breach,TRUE
University Hospital Limerick,synthetic,1/5/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,519,66.4,31.2,97.6,97.6,66.4,31.2,97.6,465,218,689,22539,10591,734,43,30,30,8,18.8,Red,High breach,TRUE
Wexford General Hospital,synthetic,1/5/2022,2022,1,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,227,2.8,1.4,4.2,4.2,2.8,1.4,4.2,20,10,29,950,475,2345,1,8,0,0,1.9,Green,No breach,TRUE
Bantry General Hospital,synthetic,1/6/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,46,5,2.3,7.3,7.3,5,2.3,7.3,35,16,51,1697,781,537,4,11,1,0,15.9,Red,Low breach,TRUE
Beaumont Hospital,synthetic,1/6/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,718,13.1,4.6,17.7,17.7,13.1,4.6,17.7,92,32,130,4447,1561,1778,1,31,0,0,2.5,Green,No breach,TRUE
Cavan General Hospital,synthetic,1/6/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,231,7.9,3.7,11.6,11.6,7.9,3.7,11.6,55,26,79,2682,1256,5158,9,4,1,0,5,Amber,Low breach,TRUE
Connolly Hospital Blanchardstown,synthetic,1/6/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,303,5.4,2,7.4,7.4,5.4,2,7.4,38,14,51,1833,679,1804,0,5,1,0,2.4,Green,Low breach,TRUE
Cork University Hospital,synthetic,1/6/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,664,41.7,18.7,60.4,60.4,41.7,18.7,60.4,292,131,442,14155,6348,681,77,50,20,5,9.1,Red,High breach,TRUE
Ennis Hospital,synthetic,1/6/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,50,5,1.8,6.8,6.8,5,1.8,6.8,35,13,45,1697,611,6287,4,6,2,0,13.6,Red,Low breach,TRUE
Galway University Hospitals,synthetic,1/6/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,663,28.2,13.6,41.8,41.8,28.2,13.6,41.8,197,95,285,9572,4617,2776,15,40,4,1,6.3,Amber,Low breach,TRUE
Letterkenny University Hospital,synthetic,1/6/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,350,6.1,2.4,8.5,8.5,6.1,2.4,8.5,43,17,58,2071,815,774,0,47,1,0,2.4,Green,Low breach,TRUE
Mater Misericordiae University Hospital,synthetic,1/6/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,678,24.9,9.2,34.1,34.1,24.9,9.2,34.1,174,64,230,8452,3123,2675,19,23,3,1,5,Amber,Low breach,TRUE
Mayo University Hospital,synthetic,1/6/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,255,22.4,10.9,33.3,33.3,22.4,10.9,33.3,157,76,231,7604,3700,5386,27,11,8,2,13.1,Red,Moderate breach,TRUE
Mercy University Hospital,synthetic,1/6/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,198,2.8,1.5,4.3,4.3,2.8,1.5,4.3,20,10,29,950,509,2081,1,21,0,0,2.2,Green,No breach,TRUE
Midland Regional Hospital Mullingar,synthetic,1/6/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,184,10.1,3.6,13.7,13.7,10.1,3.6,13.7,71,25,92,3428,1222,1685,5,2,1,0,7.4,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,synthetic,1/6/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,133,9.7,3.3,13,13,9.7,3.3,13,68,23,92,3293,1120,2327,17,4,5,1,9.8,Red,Low breach,TRUE
Naas General Hospital,synthetic,1/6/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,178,15,7,22,22,15,7,22,105,49,147,5092,2376,1723,12,12,6,2,12.4,Red,Moderate breach,TRUE
Our Lady of Lourdes Hospital,synthetic,1/6/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,426,3.8,1.3,5.1,5.1,3.8,1.3,5.1,27,9,34,1290,441,1134,0,12,0,0,1.2,Green,No breach,TRUE
Our Lady's Children's Hospital Crumlin,synthetic,1/6/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,184,2,1.1,3.1,3.1,2,1.1,3.1,14,8,22,679,373,541,0,0,0,0,1.7,Green,No breach,TRUE
Portiuncula University Hospital,synthetic,1/6/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,163,6.4,3.3,9.7,9.7,6.4,3.3,9.7,45,23,67,2172,1120,2191,4,12,1,0,6,Amber,Low breach,TRUE
Sligo University Hospital,synthetic,1/6/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,281,14.4,5.5,19.9,19.9,14.4,5.5,19.9,101,38,142,4888,1867,4188,11,39,2,0,7.1,Amber,Low breach,TRUE
St Jamess Hospital,synthetic,1/6/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,680,14.3,5.9,20.2,20.2,14.3,5.9,20.2,100,41,148,4854,2003,6314,0,2,0,0,3,Green,No breach,TRUE
St Lukes General Hospital,synthetic,1/6/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,188,12.9,5,17.9,17.9,12.9,5,17.9,90,35,127,4379,1697,5411,23,9,3,1,9.5,Red,Low breach,TRUE
St. Vincent's University Hospital,synthetic,1/6/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,523,46.9,24.7,71.6,71.6,46.9,24.7,71.6,328,173,502,15920,8384,4561,29,36,24,5,13.7,Red,High breach,TRUE
Tallaght University Hospital,synthetic,1/6/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,397,5.5,2.2,7.7,7.7,5.5,2.2,7.7,38,15,51,1867,747,99,3,13,1,0,1.9,Green,Low breach,TRUE
Temple Street Childrens University Hospital,synthetic,1/6/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,100,0.9,0.4,1.3,1.3,0.9,0.4,1.3,6,3,9,306,136,452,0,0,2,0,1.3,Green,Low breach,TRUE
Tipperary University Hospital,synthetic,1/6/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,205,8.6,4.6,13.2,13.2,8.6,4.6,13.2,60,32,92,2919,1561,10762,7,13,2,0,6.4,Amber,Low breach,TRUE
University Hospital Kerry,synthetic,1/6/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,272,11,5.6,16.6,16.6,11,5.6,16.6,77,39,121,3734,1901,594,8,23,2,0,6.1,Amber,Low breach,TRUE
University Hospital Limerick,synthetic,1/6/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,519,63.7,32.8,96.5,96.5,63.7,32.8,96.5,446,230,706,21623,11134,709,60,29,26,7,18.6,Red,High breach,TRUE
Wexford General Hospital,synthetic,1/6/2022,2022,1,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,227,2.7,1.4,4.1,4.1,2.7,1.4,4.1,19,10,28,917,475,2295,0,8,0,0,1.8,Green,No breach,TRUE
Bantry General Hospital,synthetic,1/7/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,46,5.2,2.5,7.7,7.7,5.2,2.5,7.7,36,18,55,1765,849,565,3,12,2,1,16.7,Red,Low breach,TRUE
Beaumont Hospital,synthetic,1/7/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,718,10.2,4.5,14.7,14.7,10.2,4.5,14.7,71,32,106,3462,1528,1805,0,26,1,0,2,Green,Low breach,TRUE
Cavan General Hospital,synthetic,1/7/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,231,8.7,4.4,13.1,13.1,8.7,4.4,13.1,61,31,96,2953,1494,5201,5,4,2,1,5.7,Amber,Low breach,TRUE
Connolly Hospital Blanchardstown,synthetic,1/7/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,303,4.6,2.4,7,7,4.6,2.4,7,32,17,50,1561,815,1859,0,5,0,0,2.3,Green,No breach,TRUE
Cork University Hospital,synthetic,1/7/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,664,39,19,58,58,39,19,58,273,133,405,13239,6450,688,80,48,21,5,8.7,Red,High breach,TRUE
Ennis Hospital,synthetic,1/7/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,50,4.9,2.1,7,7,4.9,2.1,7,34,15,49,1663,713,6393,4,6,2,1,14,Red,Low breach,TRUE
Galway University Hospitals,synthetic,1/7/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,663,26.8,12.3,39.1,39.1,26.8,12.3,39.1,188,86,277,9097,4175,2742,14,38,3,1,5.9,Amber,Low breach,TRUE
Letterkenny University Hospital,synthetic,1/7/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,350,6.1,2.7,8.8,8.8,6.1,2.7,8.8,43,19,59,2071,917,756,0,49,0,0,2.5,Green,No breach,TRUE
Mater Misericordiae University Hospital,synthetic,1/7/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,678,19.9,9.2,29.1,29.1,19.9,9.2,29.1,139,64,202,6755,3123,2733,22,20,2,1,4.3,Amber,Low breach,TRUE
Mayo University Hospital,synthetic,1/7/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,255,23.1,12.1,35.2,35.2,23.1,12.1,35.2,162,85,239,7841,4107,5269,24,11,8,2,13.8,Red,Moderate breach,TRUE
Mercy University Hospital,synthetic,1/7/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,198,2.5,1.2,3.7,3.7,2.5,1.2,3.7,18,8,25,849,407,2104,1,18,0,0,1.9,Green,No breach,TRUE
Midland Regional Hospital Mullingar,synthetic,1/7/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,184,8.8,4.6,13.4,13.4,8.8,4.6,13.4,62,32,95,2987,1561,1686,7,2,1,0,7.3,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,synthetic,1/7/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,133,9,3.3,12.3,12.3,9,3.3,12.3,63,23,83,3055,1120,2384,13,4,4,1,9.2,Red,Low breach,TRUE
Naas General Hospital,synthetic,1/7/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,178,18.2,7.6,25.8,25.8,18.2,7.6,25.8,127,53,186,6178,2580,1692,14,14,10,3,14.5,Red,Moderate breach,TRUE
Our Lady of Lourdes Hospital,synthetic,1/7/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,426,4.4,1.5,5.9,5.9,4.4,1.5,5.9,31,10,41,1494,509,1096,1,14,0,0,1.4,Green,No breach,TRUE
Our Lady's Children's Hospital Crumlin,synthetic,1/7/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,184,2.1,0.9,3,3,2.1,0.9,3,15,6,21,713,306,548,0,1,0,0,1.6,Green,No breach,TRUE
Portiuncula University Hospital,synthetic,1/7/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,163,7.7,2.8,10.5,10.5,7.7,2.8,10.5,54,20,76,2614,950,2178,5,13,1,0,6.4,Amber,Low breach,TRUE
Sligo University Hospital,synthetic,1/7/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,281,12.6,5.3,17.9,17.9,12.6,5.3,17.9,88,37,123,4277,1799,4082,9,35,1,0,6.4,Amber,Low breach,TRUE
St Jamess Hospital,synthetic,1/7/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,680,12.1,5.1,17.2,17.2,12.1,5.1,17.2,85,36,119,4107,1731,6497,0,0,1,0,2.5,Green,Low breach,TRUE
St Lukes General Hospital,synthetic,1/7/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,188,10.3,5.3,15.6,15.6,10.3,5.3,15.6,72,37,107,3496,1799,5349,16,9,4,1,8.3,Red,Low breach,TRUE
St. Vincent's University Hospital,synthetic,1/7/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,523,45.8,19.8,65.6,65.6,45.8,19.8,65.6,321,139,453,15547,6721,4630,52,33,9,2,12.5,Red,Moderate breach,TRUE
Tallaght University Hospital,synthetic,1/7/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,397,4.4,2.3,6.7,6.7,4.4,2.3,6.7,31,16,47,1494,781,99,0,12,0,0,1.7,Green,No breach,TRUE
Temple Street Childrens University Hospital,synthetic,1/7/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,100,0.9,0.4,1.3,1.3,0.9,0.4,1.3,6,3,9,306,136,470,0,0,1,0,1.3,Green,Low breach,TRUE
Tipperary University Hospital,synthetic,1/7/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,205,10.2,3.8,14,14,10.2,3.8,14,71,27,102,3462,1290,10956,3,13,2,1,6.8,Amber,Low breach,TRUE
University Hospital Kerry,synthetic,1/7/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,272,10,5,15,15,10,5,15,70,35,102,3394,1697,564,4,21,2,0,5.5,Amber,Low breach,TRUE
University Hospital Limerick,synthetic,1/7/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,519,54.5,26.8,81.3,81.3,54.5,26.8,81.3,382,188,574,18500,9097,733,43,25,23,6,15.7,Red,High breach,TRUE
Wexford General Hospital,synthetic,1/7/2022,2022,1,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,TRUE,227,3.5,1.4,4.9,4.9,3.5,1.4,4.9,24,10,36,1188,475,2337,0,10,0,0,2.2,Green,No breach,TRUE
Bantry General Hospital,synthetic,1/8/2022,2022,1,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,TRUE,46,3.9,1.4,5.3,5.3,3.9,1.4,5.3,27,10,36,1324,475,536,5,10,2,1,11.5,Red,Low breach,TRUE
Beaumont Hospital,synthetic,1/8/2022,2022,1,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,TRUE,718,10,4.3,14.3,14.3,10,4.3,14.3,70,30,105,3394,1460,1808,0,30,0,0,2,Green,No breach,TRUE
Cavan General Hospital,synthetic,1/8/2022,2022,1,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,TRUE,231,7.7,2.8,10.5,10.5,7.7,2.8,10.5,54,20,71,2614,950,5287,6,4,1,0,4.5,Amber,Low breach,TRUE
Connolly Hospital Blanchardstown,synthetic,1/8/2022,2022,1,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,TRUE,303,3.8,1.5,5.3,5.3,3.8,1.5,5.3,27,10,38,1290,509,1806,0,4,0,0,1.7,Green,No breach,TRUE
Cork University Hospital,synthetic,1/8/2022,2022,1,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,TRUE,664,33.5,14.7,48.2,48.2,33.5,14.7,48.2,234,103,329,11372,4990,669,16,48,4,1,7.3,Amber,Low breach,TRUE
Ennis Hospital,synthetic,1/8/2022,2022,1,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,TRUE,50,3.7,1.9,5.6,5.6,3.7,1.9,5.6,26,13,39,1256,645,6099,3,6,1,0,11.2,Red,Low breach,TRUE
Galway University Hospitals,synthetic,1/8/2022,2022,1,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,TRUE,663,23.6,11.9,35.5,35.5,23.6,11.9,35.5,165,83,244,8011,4039,2678,8,42,5,1,5.4,Amber,Low breach,TRUE
Letterkenny University Hospital,synthetic,1/8/2022,2022,1,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,TRUE,350,6,2.9,8.9,8.9,6,2.9,8.9,42,20,64,2037,984,758,0,60,0,0,2.5,Green,No breach,TRUE
Mater Misericordiae University Hospital,synthetic,1/8/2022,2022,1,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,TRUE,678,19.7,6.6,26.3,26.3,19.7,6.6,26.3,138,46,181,6687,2240,2685,0,22,0,0,3.9,Green,No breach,TRUE
Mayo University Hospital,synthetic,1/8/2022,2022,1,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,TRUE,255,16.5,7,23.5,23.5,16.5,7,23.5,116,49,171,5601,2376,5316,22,9,7,1,9.2,Red,Moderate breach,TRUE
